stop_id,stop_name,stop_lat,stop_lon
643527,Baross Gábor utca,48.105629,20.806612
643528,Balassa utca,48.094643,20.804251
643529,Balaton utca,48.090088,20.810169
643530,Villanyrendőr,48.102290,20.785541
643544,Sütő János utca,48.068573,20.780936
643612,Bölcs utca,48.104160,20.683581
643613,Bölcs utca,48.103921,20.683788
643614,Alsó-Majláth,48.105630,20.681380
643615,Alsó-Majláth,48.105435,20.681672
643616,Felső-Majláth,48.108826,20.676604
643617,Diósgyőr városközpont,48.101590,20.688782
643639,AUCHAN Borsod,48.107861,20.837330
643640,Injekció üzem,48.116175,20.650393
643642,Zenta utca  VP,48.099813,20.696711
643643,DVTK Stadion VP,48.101033,20.719546
643644,LIDL,48.099583,20.745362
643667,Ifjúság útja,48.084720,20.775467
643669,Miskolctapolca,48.062432,20.746418
643670,Kemény Dénes Uszoda,48.075257,20.763523
643671,Kemény Dénes Uszoda,48.075326,20.763491
643672,Újgyőri főtér,48.100800,20.730376
643673,Újgyőri főtér,48.100745,20.729970
643677,Selyemrét,48.102631,20.806568
643678,Selyemrét,48.102666,20.806964
643679,Egyetemváros,48.081565,20.765268
643681,Diósgyőr városközpont,48.101731,20.686917
643687,Majális-park,48.115560,20.658372
643688,Repülőtér/BOSCH,48.128398,20.784664
643691,Olajkutató,48.078322,20.763012
643692,Tiszai pályaudvar,48.099981,20.810599
643693,Búza tér,48.104981,20.792174
643695,Búza tér,48.104572,20.792089
643696,Búza tér,48.104855,20.791342
643697,Búza tér,48.104950,20.792005
643698,Csokonai Vitéz Mihály utca,48.095684,20.811422
643699,Endrődi Sándor utca,48.102507,20.675994
643700,Napsugár otthon,48.125785,20.785157
643701,Napsugár otthon,48.124988,20.785336
643702,Szinva utca,48.103966,20.821124
643703,Szinva utca,48.104278,20.821219
643704,Erzsébet királyné utca,48.060919,20.795069
643705,Móra Ferenc utca,48.104263,20.677398
643706,Móra Ferenc utca,48.104616,20.677344
643707,MVSC Sportpálya,48.096027,20.804178
643708,Mednyánszky utca,48.088000,20.774093
643709,Fényesvölgyi utca,48.100264,20.678825
643710,Hajós Alfréd utca,48.091340,20.773584
643711,Vasgyári út,48.098475,20.731524
643712,Vasgyári út,48.099421,20.732577
643713,Hóvirág utca,48.112068,20.668342
643714,Hóvirág utca,48.111472,20.669594
643715,Debreceni Márton tér,48.128720,20.682063
643716,Debreceni Márton tér,48.128517,20.683181
643717,Eper utca,48.101110,20.673358
643718,Dayka Gábor utca,48.105516,20.775315
643719,Derkovits utca,48.090158,20.780845
643720,Derkovits utca,48.090349,20.781546
643721,LÁEV VP,48.100069,20.703018
643722,Zenta utca  VP,48.099616,20.696940
643723,DVTK Stadion VP,48.100872,20.718953
643724,Geró János utca,48.102335,20.764697
643725,Avasalja utca,48.100568,20.765090
643726,Avasalja utca,48.100437,20.765206
643727,Avar utca,48.101874,20.732588
643728,Avar utca,48.101741,20.732765
643729,Eperjesi utca,48.107970,20.798587
643730,Mendikás,48.094366,20.765324
643731,Mendikás,48.094472,20.765685
643732,Hideg sor,48.098146,20.764875
643733,Hideg sor,48.097338,20.763817
643742,Diósgyőri Gimnázium VP,48.100250,20.708686
644191,Szövő utca,48.097490,20.758235
644192,Szövő utca,48.097735,20.759157
644199,Kassai út,48.108506,20.855007
644200,Kassai út,48.108257,20.855697
644242,Erzsébet királyné utca,48.060991,20.794485
644255,Ifjúság útja,48.084867,20.777122
644256,Ifjúság útja,48.083680,20.777240
644263,Hajós Alfréd utca,48.089950,20.773479
644264,Mednyánszky utca,48.086510,20.774001
644270,Felső-Majláth,48.108727,20.675941
644272,Újgyőri főtér,48.101025,20.731031
644293,Búza tér/Zsolcai kapu,48.104348,20.792619
644294,Búza tér/Zsolcai kapu,48.104191,20.792527
644572,Dózsa György út (7),48.104507,20.857498
644586,Hősök tere (7),48.105762,20.850577
644587,Hősök tere (7),48.106017,20.851150
644594,Vízügyi Igazgatóság (8),48.100482,20.827169
644595,Vízügyi Igazgatóság (8),48.100282,20.827705
644602,Lévay József utca (32),48.092973,20.792209
644603,Lévay József utca (32),48.092391,20.792360
644610,Palotaszálló (15),48.105643,20.622343
644611,Palotaszálló (15),48.105599,20.622377
644618,Szarka-hegy (6),48.105515,20.709728
644619,Szarka-hegy (6),48.105172,20.709806
644630,Szondi György utca (7),48.106399,20.812915
644631,Szondi György utca (7),48.106413,20.814155
649194,Déli Ipari Park-JOYSON,48.057679,20.809215
649195,Déli Ipari Park-JOYSON,48.057572,20.809162
649377,Berzsenyi Dániel utca,48.087179,20.815976
651162,Szirma ÉMKK,48.062239,20.825317
651229,Sütő János utca,48.068896,20.780278
651230,Mész utca,48.066960,20.787541
651233,Dózsa György út,48.106894,20.778933
651234,Dózsa György út,48.106848,20.777528
651238,Hősök tere,48.104902,20.785494
651239,Hősök tere,48.104947,20.785392
670745,Felső-Majláth,48.108670,20.676311
670746,Felső-Majláth,48.108835,20.676405
670750,Felső-Majláth,48.108965,20.675865
670751,Felső-Majláth,48.109313,20.675680
679667,Malomszög utca,48.104473,20.769776
681427,"Mechatronikai Park, főkapu",48.133077,20.799274
682050,Soltész Nagy Kálmán utca,48.102797,20.796857
682051,Soltész Nagy Kálmán utca,48.102753,20.797226
682052,Szinvapark/Centrum,48.103106,20.791122
682053,Szinvapark/Centrum,48.102886,20.789446
682119,Thököly utca,48.104191,20.757866
682120,Thököly utca,48.104225,20.758291
682121,Balázs Győző tér,48.103685,20.752198
682122,Balázs Győző tér,48.103589,20.751233
682124,Gyula utca,48.102871,20.743822
682126,Károly utca,48.102309,20.737995
682127,Károly utca,48.102238,20.737283
682130,Malomszög utca,48.104423,20.770147
682132,Újgyőri piac,48.101013,20.725521
682133,Újgyőri piac,48.101055,20.725948
682134,Újgyőri főtér,48.101427,20.729676
682135,Újgyőri főtér,48.101465,20.730068
682419,Gyula utca,48.103001,20.745346
682420,Szent Anna tér,48.104618,20.763113
682421,Szent Anna tér,48.104621,20.763508
682572,Villanyrendőr,48.102498,20.785806
682573,Villanyrendőr,48.102504,20.785163
682574,Városház tér,48.103080,20.779429
682575,Városház tér,48.103256,20.779038
685373,Középszer utca / Iskola,48.084764,20.782599
685374,Középszer utca / Szolgáltató házak,48.080756,20.782947
685375,Testvérvárosok útja,48.078215,20.782652
685860,Bükkszentlászló alvég,48.071388,20.675804
685861,Bükkszentlászló alvég,48.071438,20.675809
693893,Galamb József utca,48.066405,20.800894
693894,Galamb József utca,48.067458,20.804385
710143,Üllő utca,48.089881,20.712331
710155,Gábor Dénes utca,48.051575,20.809986
720821,Tiszai pályaudvar,48.098953,20.808659
720836,Kandó Kálmán utca,48.097255,20.705662
722316,Hejőmente,48.063153,20.799038
722317,Hejőmente,48.063051,20.799046
724185,Erzsébet királyné utca,48.061139,20.796106
724588,Mechatronikai Park - Nyugat,48.136564,20.793884
724707,Repülőtér megállóhely,48.130072,20.792977
724708,"Mechatronikai Park, központ",48.135730,20.798713
724792,Diósgyőri Gimnázium,48.100072,20.708614
747092,Szent Anna tér,48.104142,20.764191
747093,Szent Anna tér,48.104691,20.763226
